class,amount-observed,amount-collected,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,articles,articles-top,page,internet-mentions,twitter-mentions,region,population,habitat
p,3722,2756,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,6.0,4.0,1559,8607,5654,na,v,p
e,3622,2568,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,5.0,3.0,1440,15553,11790,au,y,d
e,5021,3338,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,13.0,7.0,645,13541,9700,na,s,g
p,4102,2849,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,3.0,2.0,1112,12937,9279,sa,v,l
e,2188,1493,x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,14.0,10.0,3370,12031,7597,au,s,g
p,1994,1449,f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,6.0,4.0,1707,6223,4202,af,v,d
p,2652,2133,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,3.0,2.0,2833,15556,10334,as,v,p
p,2806,1980,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,14.0,9.0,2631,10183,7521,af,y,g
e,1782,1181,f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,5.0,3.0,1234,10016,6115,eu,y,d
p,1324,945,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,8.0,4.0,2722,10320,7567,sa,s,u
p,1305,995,x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,17.0,10.0,3691,9573,6235,as,v,d
e,2826,2228,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,16.0,9.0,586,16837,14055,af,v,u
e,2953,2248,f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,12.0,9.0,1541,11073,7970,eu,y,d
e,2579,1777,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,10.0,6.0,1386,9223,6523,na,y,g
e,3120,2279,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,5.0,3.0,1531,11426,7754,na,y,d
e,1705,1311,x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,8.0,4.0,1026,11139,8391,af,a,g
e,3943,3104,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,3.0,2.0,3037,6475,4744,au,s,g
e,3618,2414,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,5.0,3.0,2088,9587,6631,sa,s,p
e,2872,2118,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,15.0,10.0,856,9738,7381,af,n,m
e,2528,1817,f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,11.0,7.0,2757,12082,9581,as,v,d
p,3953,2811,k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,7.0,4.0,887,7815,5937,af,v,l
e,3323,2137,f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,15.0,8.0,1064,5215,3508,af,s,g
e,2822,1983,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,8.0,4.0,2201,10776,7027,eu,y,d
e,3307,2163,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,13.0,9.0,388,10866,6695,na,s,g
e,2527,1564,f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,15.0,8.0,2973,11668,8614,sa,v,d
e,2290,1561,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,8.0,5.0,182,8937,6778,sa,v,d
e,2280,1553,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,11.0,6.0,847,13225,9637,af,v,d
e,3187,1921,f,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,12.0,8.0,233,12303,8360,as,v,l
e,1635,1097,x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,6.0,4.0,2893,14707,10081,af,y,u
p,3330,2444,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,10.0,6.0,1978,12618,9099,sa,s,d
e,4227,3181,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,14.0,8.0,1811,11366,7853,sa,y,d
e,3686,2580,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,0.0,0.0,3644,14119,10178,as,n,m
e,1702,1237,k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,17.0,11.0,3794,5206,3271,sa,n,g
e,4722,3234,f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,5.0,3.0,2140,14517,9925,af,a,g
p,3114,2321,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,6.0,4.0,1128,9984,7243,na,s,u
e,1668,1304,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,10.0,5.0,1193,9591,6932,as,y,d
e,3070,2223,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,12.0,6.0,2680,14660,10150,eu,y,g
e,2114,1437,k,y,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,15.0,9.0,702,8693,5696,sa,v,l
p,1971,1512,k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,1.0,1.0,12,11761,8056,eu,v,l
e,2833,2046,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,3.0,2.0,3442,5263,3665,sa,y,d
e,3690,2555,f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,15.0,8.0,324,8445,5632,eu,v,d
p,3476,2580,x,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,15.0,10.0,2072,7679,6350,na,v,l
p,3453,2493,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,4.0,2.0,321,7298,5306,sa,v,p
p,3888,2868,f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,13.0,8.0,2886,11761,9203,eu,v,d
e,2466,1695,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,3.0,1.0,3715,12941,9235,au,y,g
p,2583,1936,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,1.0,1.0,2953,12635,8869,as,v,p
p,2854,1875,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,14.0,6.0,129,11361,6836,af,s,d
p,3708,2484,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,0.0,0.0,26,8323,5906,as,v,u
e,2088,1434,b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,0.0,0.0,2416,9418,6434,sa,s,m
p,2447,1682,x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,9.0,5.0,3647,8900,6594,na,s,u
e,3013,2229,f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,13.0,7.0,1483,9647,5768,au,a,g
p,2916,2012,f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,8.0,5.0,241,17470,12652,na,v,l
p,2425,1891,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,18.0,10.0,1755,15166,10397,as,v,p
e,2782,2092,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,17.0,11.0,2783,6484,4929,sa,v,l
e,2210,1299,f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,3.0,2.0,3534,7063,4833,na,s,g
e,2626,1603,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,2.0,1.0,286,15760,10076,af,v,d
p,2201,1590,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,4.0,2.0,3281,9060,6628,af,v,d
p,2976,2401,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,19.0,12.0,875,10793,8086,eu,v,g
p,3188,2161,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,13.0,8.0,2138,7923,5158,af,v,p
p,1995,1425,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,5.0,3.0,260,13137,8082,eu,v,d
e,3077,2244,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,18.0,11.0,2456,12824,9417,na,v,l
e,3876,2620,f,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,10.0,6.0,3369,5918,3724,eu,c,w
p,1786,1408,k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,10.0,7.0,1834,4878,3219,au,v,p
e,3399,2484,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,12.0,7.0,1277,10864,7654,au,a,g
p,4568,3238,x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,13.0,8.0,1772,11568,7960,sa,v,d
e,1785,1356,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,10.0,5.0,2029,10310,6962,af,v,d
p,2888,1893,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,9.0,5.0,3052,11609,7986,eu,y,d
p,3165,2102,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,10.0,7.0,168,10322,7847,na,v,g
p,2935,2140,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,4.0,2.0,1083,9342,6335,sa,v,u
e,3831,2376,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,17.0,11.0,983,14461,11365,eu,s,g
e,3852,2728,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,16.0,9.0,3643,2663,1854,eu,s,g
e,3272,2058,x,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,18.0,13.0,1063,9441,6732,au,c,w
e,1498,1072,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,9.0,5.0,3606,11428,8993,as,y,d
p,2142,1525,k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,19.0,11.0,3827,9979,6447,au,v,d
e,2589,1753,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,4.0,2.0,2377,7785,5918,sa,s,g
e,3922,2596,x,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,13.0,7.0,113,15057,10716,na,v,d
p,2355,1760,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,3.0,2.0,1416,20517,14064,sa,v,d
p,4424,3171,x,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,9.0,6.0,994,14141,10052,na,s,g
p,3352,2533,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,5.0,3.0,2043,14494,10127,na,v,p
e,3171,2009,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,4.0,3.0,577,12211,8443,as,s,m
e,2917,2074,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,16.0,10.0,2861,8122,5739,na,s,g
e,1843,1292,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,15.0,8.0,3084,1754,1224,eu,s,m
e,3330,2507,f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,15.0,9.0,1669,15974,10684,as,a,g
p,2826,1964,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,5.0,3.0,1717,7218,5270,au,y,p
e,3324,2243,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,12.0,7.0,1091,7840,4774,sa,s,g
p,4353,2805,x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,9.0,6.0,2681,18746,12139,na,v,l
p,3086,2004,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,19.0,12.0,2012,16132,11778,na,v,g
p,1667,1085,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,16.0,10.0,1770,17151,13130,na,s,u
p,3335,2474,k,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,18.0,11.0,216,7961,5565,au,v,l
e,3366,2530,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,3.0,2.0,1352,10864,8072,as,n,g
e,2164,1454,x,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,10.0,6.0,1916,10286,6923,sa,c,w
e,2506,1760,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,12.0,7.0,6,10804,8140,au,v,d
e,2462,1689,f,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,13.0,8.0,2161,9792,6874,as,y,p
p,4232,2994,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,8.0,5.0,529,9819,6949,af,v,p
e,2164,1425,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,0.0,0.0,447,7295,4803,au,v,u
p,3459,2549,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,0.0,0.0,2210,8210,5047,as,y,d
p,4840,3045,f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,17.0,10.0,1622,3510,2409,na,v,u
e,3870,2755,x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,13.0,8.0,63,10163,7649,eu,v,d
p,3594,2785,f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,16.0,12.0,624,5675,4399,na,v,l
e,2282,1492,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,7.0,4.0,1992,5674,3423,au,n,g
p,3311,2430,x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,10.0,5.0,3721,8509,5986,au,s,d
p,3163,2290,x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,11.0,6.0,1350,8218,6187,sa,v,u
e,2144,1544,x,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,14.0,7.0,1473,11574,8072,sa,s,g
e,3115,2042,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,15.0,10.0,420,7884,5888,eu,n,g
p,2132,1558,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,18.0,12.0,2164,17373,9676,af,y,p
e,1493,1129,f,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,14.0,10.0,2421,10854,7753,eu,v,l
e,3347,2437,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,4.0,2.0,1948,10401,7506,au,n,g
p,3359,2246,f,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,2.0,1.0,2990,7113,4907,as,c,d
e,3494,2325,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,0.0,0.0,1518,12445,8057,na,s,g
e,1666,1214,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,12.0,8.0,570,8209,6205,na,y,d
e,3092,2175,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,1.0,1.0,3408,9058,6158,af,v,l
e,4327,2997,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,14.0,9.0,1573,13302,9811,af,s,g
e,2527,1544,x,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,8.0,5.0,1789,11387,7552,na,v,d
p,3036,2245,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,2.0,1.0,270,11415,8564,as,v,d
p,3246,2458,x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,9.0,6.0,409,7088,4804,na,v,g
e,2563,1702,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,18.0,10.0,3078,14077,9815,sa,s,g
p,3388,2898,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,1.0,1.0,2664,7433,5822,eu,v,d
p,3061,2018,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,11.0,6.0,2599,13473,9880,as,v,d
p,2942,2387,x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,12.0,7.0,1369,13159,11087,sa,v,l
e,2432,1829,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,12.0,7.0,1062,13375,8969,au,y,u
e,3009,2251,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,19.0,10.0,1494,8480,5557,as,v,u
p,1709,1122,f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,10.0,6.0,1468,15345,9842,af,v,d
e,2424,1778,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,11.0,6.0,3770,11843,8842,af,s,m
e,2290,1409,x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,16.0,12.0,2300,12212,8006,au,s,g
e,2277,1645,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,12.0,6.0,490,4330,3271,au,y,d
p,3066,2278,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,2.0,1.0,2116,7821,5917,na,v,l
e,1616,1147,b,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,17.0,12.0,1361,13540,9831,sa,s,g
p,2121,1513,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,3.0,2.0,1242,15205,9989,as,s,g
p,2554,1792,f,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,7.0,4.0,3355,8535,6276,sa,v,p
p,4331,3127,x,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,6.0,4.0,799,14471,10235,eu,v,d
p,3781,2437,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,5.0,3.0,3794,13989,10612,eu,y,g
p,2571,1874,x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,15.0,10.0,3235,9573,6315,af,s,d
p,3100,2410,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,14.0,9.0,659,13569,10377,as,v,d
e,2408,1625,x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,10.0,6.0,1663,8704,5503,eu,y,d
p,3136,2455,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,12.0,7.0,2074,12268,7557,eu,v,d
e,2067,1394,b,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,7.0,4.0,732,5817,4285,au,n,g
e,4513,3101,b,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,14.0,7.0,1888,15272,10945,au,s,g
e,3977,2734,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,10.0,6.0,3466,8518,6289,na,a,g
e,2596,1747,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,9.0,5.0,1771,8423,5536,au,y,g
p,3239,2155,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,8.0,5.0,2299,14083,9807,au,y,p
e,3652,2843,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,4.0,2.0,2379,10905,7087,sa,v,d
e,3113,2074,f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,8.0,6.0,3204,9840,8292,as,y,d
p,2591,1882,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,19.0,14.0,3229,16822,13153,af,s,u
e,3514,2442,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,8.0,5.0,2123,10712,7469,na,a,g
e,2066,1330,f,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,8.0,5.0,1984,17151,12379,au,v,d
e,2873,2357,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,1.0,1.0,199,16084,11778,eu,s,g
e,2485,2062,x,y,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,17.0,10.0,3468,11322,8559,au,v,l
p,2659,2097,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,14.0,8.0,2655,6812,4677,af,v,d
p,3952,2776,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,18.0,11.0,1615,13639,9413,eu,v,g
p,4559,3284,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,7.0,3.0,1026,12847,8507,eu,v,l
e,2052,1276,f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,18.0,11.0,455,14554,9229,as,y,d
p,4463,3151,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,12.0,7.0,3591,9958,7490,as,y,d
p,3195,1867,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,12.0,7.0,2330,10880,6998,au,y,p
p,4107,3108,b,f,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,7.0,4.0,2078,9407,7278,sa,v,d
p,2751,1975,f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,17.0,10.0,1185,9828,7199,au,v,g
p,3362,2482,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,7.0,4.0,2921,15434,11118,eu,s,g
p,3251,2350,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,3.0,2.0,997,12769,8151,eu,v,p
e,2905,2040,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,3.0,2.0,349,7543,5855,sa,y,d
e,3221,2401,x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,18.0,10.0,410,8207,6234,sa,v,d
e,2281,1459,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,13.0,7.0,1157,12649,9432,au,v,d
e,2049,1373,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,3.0,2.0,1164,14187,10472,as,a,g
p,2876,1931,k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,6.0,3.0,2976,5872,4519,af,v,p
p,2946,2274,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,0.0,0.0,278,13600,9069,eu,v,g
p,2285,1671,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,7.0,5.0,2702,9999,6817,na,s,d
p,2221,1683,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,10.0,6.0,1567,8563,5467,af,y,d
e,2530,1574,x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,4.0,3.0,530,15697,10072,as,v,d
p,3599,2657,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,12.0,8.0,3611,11873,7871,eu,y,d
e,3261,2356,x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,4.0,2.0,1449,6522,4251,af,y,d
e,3448,2482,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,7.0,4.0,2188,13824,9931,af,y,p
p,3204,2209,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,10.0,6.0,1271,9757,5494,af,v,d
p,2273,1568,x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,5.0,3.0,2137,13399,7961,na,v,d
e,3131,2095,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,18.0,11.0,350,11163,7054,na,y,u
e,3393,2497,f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,10.0,6.0,1220,15418,10796,au,v,d
p,3609,2506,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,12.0,7.0,2495,13234,9657,as,v,d
p,3055,2090,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,14.0,8.0,1809,11612,7161,au,v,d
e,3043,2145,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,3.0,2.0,330,14031,8735,as,y,d
p,1668,1212,x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,14.0,9.0,2026,11277,7526,af,s,d
p,3453,2434,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,4.0,2.0,2294,5218,3400,as,s,g
e,3796,2499,f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,0.0,0.0,2160,13690,9138,as,y,u
e,2973,2204,f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,3.0,2.0,2141,10699,7818,sa,a,g
e,2617,1785,b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,1.0,1.0,2027,12981,9327,eu,n,g
p,2588,1662,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,8.0,6.0,2678,7049,4867,sa,v,d
e,3126,2419,f,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,18.0,12.0,3356,10728,6745,as,c,w
p,3149,1879,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,7.0,4.0,3213,14335,9348,af,v,g
p,2778,2072,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,2.0,1.0,3606,7304,5067,as,y,p
p,3575,2561,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,18.0,13.0,1761,17528,10569,af,v,g
p,2869,1980,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,17.0,8.0,2803,7235,5541,au,v,d
e,3868,2524,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,16.0,9.0,2719,7976,6004,sa,y,d
p,2951,1669,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,8.0,5.0,2688,16853,11853,as,v,g
e,3159,2350,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,7.0,4.0,3411,9497,6570,sa,v,l
p,2848,1895,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,11.0,8.0,430,7975,6192,eu,y,d
p,1324,828,x,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,13.0,7.0,520,9123,6430,na,c,d
e,3379,2674,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,17.0,11.0,41,15973,11102,as,y,d
p,1754,1263,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,19.0,10.0,3773,12716,8886,sa,y,d
